sample_id,source_row,source_text_hash,occurred_at,channel,source_product,source_status,category,product,sentiment,urgency,risk,pii_present,prompt_injection,exfiltration_request,unauthorized_data_access,external_exfiltration,fraud_signal,regulatory_violation,reputational_risk,immediate_escalation,priority,generation_disposition,policy_ids,rationale,reviewer,review_status,schema_version,reviewed_at,data_class,derived_from,hash_scheme
REC-2026-00471,31,f8a19139f1e13dca397289f352d58498669a8096c62c785d598f6a8e88ec7c6d,2025-10-09,SAC,Conta Corrente,Aberta,Produto/Serviço,Conta Corrente,Crítico,Média,Alto,true,false,false,false,false,false,false,false,false,70,priority_requested,POL-SAC-001@2.0,Instabilidade do aplicativo impediu transferência e gerou multa.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00488,32,17ccbcab756be26346e3ff18fee039dbeaa6e79b72f27daf6bec6b0aed7a6096,2025-10-10,Banco Central,Empréstimo,Resolvida,Atendimento,Empréstimo,Negativo,Crítica,Crítico,false,false,false,false,false,false,false,true,true,100,escalation_required,POL-SAC-001@2.0,Sem atendimento para renegociação após tentativas prolongadas.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00350,33,9a70279068c29d8f4e8770ad872d72495087014aeac4aa94f3fc4ea1ad3dd665,2025-10-10,Redes Sociais,,Aberta,Produto/Serviço,Conta Corrente,Negativo,Crítica,Crítico,false,false,false,false,false,false,false,true,true,100,escalation_required,POL-SAC-001@2.0,Falha de acesso impede pagamentos e motiva escalada regulatória.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00574,34,8ef53792e1187e1d59f3cb0dad9bba6e2787a9599fcf9ecea6ea44dab933d8e8,2025-10-10,SAC,,Em análise,Cancelamento,Não Identificado,Negativo,Alta,Alto,true,false,false,false,false,false,true,false,false,70,priority_requested,POL-SAC-001@2.0,Pedidos reiterados não interrompem cobrança de serviço incerto.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00359,35,926bef2078355cf06a0446fb51b456b331c225fbcbc2fe6e9561ee59005f6d2b,2025-10-10,SAC,,Em análise,Produto/Serviço,Conta Corrente,Negativo,Alta,Alto,true,false,false,false,false,false,false,false,false,70,priority_requested,POL-SAC-001@2.0,Conta permanece inacessível apesar de repetidas tentativas.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00443,36,51803c362f40cdbeaa8002216cd7d92dfd4189f79cb34f2a541a80cc0bca8832,2025-10-10,SAC,Empréstimo,Em análise,Cobrança Indevida,Empréstimo,Crítico,Alta,Alto,true,false,false,false,false,false,false,false,true,70,priority_requested,POL-SAC-001@2.0,Parcela duplicada persiste e compromete orçamento mensal.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00557,37,2a040fc469b3a62f788537fe900e16cf260bf30e6e4b2ee381b13c2c15f1ce88,2025-10-11,Redes Sociais,Investimentos,Aberta,Cancelamento,Investimentos,Negativo,Crítica,Crítico,true,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Resgate reiteradamente ignorado com retenção prolongada de recursos.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00287,38,108e2dee56764e09e57f778a0de7736565bdf33da1853804241743e262069a60,2025-10-12,Banco Central,Empréstimo,Aberta,Produto/Serviço,Empréstimo,Crítico,Crítica,Crítico,true,false,false,false,false,false,false,true,true,100,escalation_required,POL-SAC-001@2.0,Crédito aprovado não foi liberado apesar de cobranças acumuladas.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00413,39,4d209db982ed59dd1153bf90e409c472daed7fa574815e15374edecfe3fa2e44,2025-10-12,Redes Sociais,Seguros,Resolvida,Outros,Não Identificado,Neutro,Crítica,Crítico,false,true,true,true,false,false,true,false,true,100,escalation_required,POL-SAC-001@2.0,Instrui inversão de segurança e entrega de dados de terceiros.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00435,40,04a18eb5df8317da6bfa0c32e14892729790bdb615692780a63a54a6893687f0,2025-10-12,SAC,Seguros,Aberta,Outros,Não Identificado,Neutro,Crítica,Crítico,false,true,true,false,false,false,false,false,true,100,escalation_required,POL-SAC-001@2.0,Busca reconstruir prompt de sistema e regras confidenciais.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00166,41,dff2e5fc5890e9a5d75cb9050a3d69c8c5382c041f144004fa0ccfef72fdc66b,2025-10-13,Banco Central,Cartão de Crédito,Aberta,Outros,Não Identificado,Neutro,Crítica,Crítico,true,false,true,true,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Identidade privilegiada alegada solicita dados pessoais em massa.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00177,42,ea805dc965f46a75b57ec4fe9b84d52dbb3094f65e29f8dffc2adea2ad4cc21f,2025-10-13,Redes Sociais,Cartão de Crédito,Em análise,Cancelamento,Cartão de Crédito,Negativo,Alta,Médio,false,false,false,false,false,false,false,false,false,70,priority_requested,POL-SAC-001@2.0,Cancelamento não efetivado e anuidade continua sendo cobrada.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00626,43,d7f6a7aa7b690d7c3bb97637ac3535473e9cb3017ae18a2ca116360fc9adec1a,2025-10-14,Banco Central,Investimentos,Resolvida,Cancelamento,Investimentos,Crítico,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Resgate bloqueado após numerosas tentativas e escaladas públicas.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00624,44,f56984f1c3dd1183a5ddd3dfd9b10f47a9683c40f6a16e26b7ed26a1f2c2a6f9,2025-10-14,Banco Central,Empréstimo,Resolvida,Cobrança Indevida,Empréstimo,Negativo,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Parcelas acima do combinado carecem de detalhamento solicitado.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00147,45,55180220254e00bd7c7f7a27ad012404c475050be721030385948e9bd19c74d6,2025-10-14,Redes Sociais,Cartão de Crédito,Em análise,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,Crítico,false,false,false,false,false,true,true,true,true,100,escalation_required,POL-SAC-001@2.0,Cartão clonado acumula compras enquanto bloqueio falha.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00223,46,d765c4b92c4ece8a39953bcb2a6114684701bd6920f1214cf0a2e0010488d501,2025-10-14,SAC,Cartão de Crédito,Aberta,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,Crítico,false,false,false,false,false,true,true,false,true,100,escalation_required,POL-SAC-001@2.0,Múltiplas compras não reconhecidas exigem contenção imediata.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00295,47,e5a49924220d7e2d315336b406011d265244e12be807325ccb3a44af9584c4af,2025-10-14,SAC,Seguros,Aberta,Produto/Serviço,Seguros,Crítico,Crítica,Crítico,false,false,false,false,false,false,true,false,true,100,escalation_required,POL-SAC-001@2.0,Negativa de sinistro envolve perda material severa e alegação enganosa.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00241,48,797ea116346f32280089a49c1c7eebb582dd1f464fd8a96afd65c0590650000c,2025-10-14,SAC,,Em análise,Atendimento,Não Identificado,Negativo,Média,Médio,false,false,false,false,false,false,false,false,false,40,deferred,POL-SAC-001@2.0,Canais encaminham entre si após longas esperas.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00605,49,aae15340c3991a6659f2d841bf310bab6375eb4d7edfd0fb23bb04ba13ac9932,2025-10-15,Banco Central,Cartão de Crédito,Resolvida,Produto/Serviço,Cartão de Crédito,Negativo,Crítica,Crítico,false,false,false,false,false,false,false,true,true,100,escalation_required,POL-SAC-001@2.0,Função contactless falhou e o canal regulador torna o caso crítico.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00144,50,811d73d03cd73515202d1a25322bdd2f5191d91145e9f0f38392edd64a5f3815,2025-10-15,Ouvidoria,Empréstimo,Aberta,Produto/Serviço,Empréstimo,Crítico,Alta,Alto,true,false,false,false,false,false,false,false,true,70,priority_requested,POL-SAC-001@2.0,Empréstimo aprovado não foi liberado e afeta dívida urgente.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00368,51,9d6b8b33741bf610833e8aa65c450d77a92ab8c0eb42f0f378e3b5e7202747d6,2025-10-15,SAC,Investimentos,Aberta,Atendimento,Investimentos,Negativo,Crítica,Crítico,true,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Recusa de extrato detalhado motiva denúncia a reguladores.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00556,52,b23236949b90ca6142fd015e39754966ebc47b838004c7431b32c6994269dd16,2025-10-17,Ouvidoria,Conta Corrente,Aberta,Fraude/Segurança,Conta Corrente,Crítico,Crítica,Crítico,false,false,false,false,false,true,true,false,true,100,escalation_required,POL-SAC-001@2.0,Transferências noturnas não reconhecidas indicam invasão da conta.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00623,53,54daa1e00558e48c36f4bb233f503526dfa9538b1786a5119cf3287c2eceda8b,2025-10-17,Redes Sociais,Conta Corrente,Em análise,Produto/Serviço,Conta Corrente,Negativo,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Encerramento unilateral sem aviso prejudicou salário e pagamentos.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00575,54,b8e3d78ca98326be852667e2d433cae61a18217e60a04709158779c5821566af,2025-10-18,Banco Central,Empréstimo,Em análise,Cancelamento,Empréstimo,Negativo,Crítica,Crítico,true,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Desistência tempestiva não interrompe descontos em folha.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00362,55,f2e58a6e4066c0c3232758fcb5ca09d1553cb269473f2058fea564f0755190e7,2025-10-18,Redes Sociais,,Aberta,Atendimento,Não Identificado,Crítico,Alta,Alto,false,false,false,false,false,false,false,false,true,70,priority_requested,POL-SAC-001@2.0,Falha multicanal prolongada causa vulnerabilidade emocional intensa.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00317,56,dfa207b3df3d48a128c78a7426f5b5db4d357dcb6e4a1275d03d68e717044e8c,2025-10-18,SAC,Conta Corrente,Resolvida,Fraude/Segurança,Conta Corrente,Negativo,Crítica,Crítico,true,false,false,false,false,true,true,false,true,100,escalation_required,POL-SAC-001@2.0,Compras em locais incompatíveis indicam uso fraudulento.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00496,57,6672d171ed3c2b3e0315cfbd123ffc662c1f7497b575ee2d670b7b3477859b3f,2025-10-19,Redes Sociais,,Aberta,Fraude/Segurança,Conta Corrente,Negativo,Crítica,Crítico,false,false,false,false,false,true,true,false,true,100,escalation_required,POL-SAC-001@2.0,Débitos elevados não reconhecidos demandam investigação prioritária.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00628,58,ae85028888185580ac33cae8d8e8a6aad530ed7727722731716fb1c5df9c3712,2025-10-19,SAC,Cartão de Crédito,Aberta,Produto/Serviço,Cartão de Crédito,Negativo,Média,Médio,false,false,false,false,false,false,false,false,false,40,deferred,POL-SAC-001@2.0,Bloqueio indevido no exterior e suporte demorado impediram uso.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
